time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2017-05-12 06:04:28.062 UTC, ,1178,27831290,2432,24684160,224, ,7, , , , , , , , , , , ,7,6, , , ,5, ,11, , , , , , , , , , , , , , , , ,85902770419,119,10771567,85902764656, , , , , ,90,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1494568587709, , , , ,3145728, , , , , , , , , , , , ,3,1, , , , ,1, , , , , , , , , , , , , , , , , , ,132637416,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-05-12 06:05:28.064 UTC, ,1178,31413786,2536,28266656,224, ,7, ,6721, , , , , , , , , ,7,6, , , ,5, ,11, ,404, , , , , , , , , , , , , , ,85902770419,119,10771567,85902764656, , , , , ,91,91, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1494568587709, , , , ,3145728, , , , ,1,23,8,23,2,23, , ,3,24, , , , ,1, , ,38,1, , ,2048,1,3582210,23, , , , , , ,13,23,120780984,2, , , , , , ,427, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23, , ,404,6294, , , , , , , 
2017-05-12 06:06:28.064 UTC, ,964,37066428,2848,33919512,224, ,8, ,10633, , , , , , , , , ,8,6, , , ,5, ,11, ,538, , , , , , , , , , , , , , ,94492968375,120,20252065,94492951313,1, ,5,9, ,93,93, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1494568587709, , , , ,3145728, , , , ,37,43,51,43, ,43, , ,3,46, , , , ,1, , , , , , , , ,5678489,43, , , , ,1,48,21,46,124095848,1, , , , , , ,589, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,42, , ,526,10049, , , , , , , 
2017-05-12 06:07:28.064 UTC, ,964,40276412,2848,37129496,224, ,9, ,7038, , , , , , , , , ,9,6, , , ,5, ,11, ,624, , , , , , , , , , , , , , ,94492968375,120,20252065,94492951313, , , , , ,93,93, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1494568587709, , , , ,3145728, , , , ,1,33,10,33, ,33, , ,3,35, , , , ,1, , , , , , , , ,3213681,33, , , , , , ,15,24,106955568,2, , , , , , ,657, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33, , ,624,6380, , , , , , , 
2017-05-12 06:14:32.876 UTC, ,625,3197953,2824,51600, , ,8, ,224,8,0.04, , , , , , , ,8,5, ,87, ,4,5,8, ,136,13, , , , , , , , , , , , , ,98787155896,121,232902387,98787150195,1,4,2,5, ,94,94, , , , , ,58,132, , , , , , , , , , , , , , , , , , , , , , , , ,1494569672467, , , , ,3145728, , , ,30,1,1,1,1,7,1, , ,3,2, , , ,30, ,2509989,32,5852,1, ,4,114427427,593, , , , , , , , ,1,6,23601672,1, , , , , , ,132, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-05-12 06:15:32.882 UTC, ,1178,11069570,2536,7922504,160, ,6, ,14641,1,0.00, , , , , , , ,6,6, , , ,5, ,11, ,586,331, , , , , , , , , , , , , ,103080208501,122,8085249,103080202740,1, ,6,12, ,16,16, , , ,2,4,114,532,4, ,11,4,7,33,10,18, , , , ,17,457, , , , , , , , , , ,1494569672467, , , , ,3145728, , , ,333,1,59,49,59,9,59, , ,3,62, , , ,333,1,37087998,312,1023679,5, , ,43782227,143,6910109,55, , , , , , ,5,73,154662080,2, , , , , , ,1682, , , ,2, ,3, , , , , , , , , , , , , , , , , , , , , , ,315, ,57, ,315,195,14301, , , , , , , 
2017-05-12 06:16:32.189 UTC, ,250,3174738,2536,28760, , ,5, ,162,5,0.03, , , , , , , ,5,5, ,55, ,4,2,8, ,98,10, , , , , , , , , , , , , ,103084160154,123,244938604,103084153708,1, ,4,8, ,80,80, , , , , ,26,93, , , , , , , , , , , , , , , , , , , , , , , , ,1494569791832, , , , ,3145728, , , ,22,1,1,1,1,5,1, , ,3,2, , , ,22, ,2261245,16,6579,1, ,1,44713785,220, , , , , , , , , ,7,14247768,2, , , , , , ,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-05-12 06:17:16.212 UTC, ,250,3170434,2536,24456, , ,5, ,257,5,0.02, , , , , , , ,5,5, ,106, ,4,2,8, ,147,11, , , , , , , , , , , , , ,103086972117,124,247751069,103086966173,1,1,1,3, ,16,16, , , , , ,31,210, , , , , , , , , , , , , , , , , , , , , , , , ,1494569835854, , , , ,3145728, , , ,23,1,1,1,1,5,1, , ,3,2, , , ,23, ,907646,17,6077,1, ,1,40568206,148, , , , , , , , , , ,63580144,2, , , , , , ,143, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-05-12 06:20:06.803 UTC, ,250,3174706,2536,28728, , ,5,1,99,5,0.05, , , , , , , ,5,5, ,31,1,4,2,8, ,69,12, , , , , , , , , , , , , ,103088160634,125,248943556,103088158660,1,2,1,4, ,6,6, , , , , ,33,247, , , , , , , , , , , , , , , , , , , , , , , , ,1494570006449, , , , ,3145728, , , ,25,2,1,2,1,5,1, , ,3,2, , , ,25, ,1949495,23,2107,1, ,1,29235443,114, , , , , , , , , , ,59452288,2, , , , , , ,62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-05-12 06:20:19.905 UTC, ,25272,3194384,2952,23384, , ,5,2,80,5,0.06, , , , , , ,1,5,5, ,18,1,5,1,9, ,73,19, , , , , , , , , , , , , ,107374237146,126,250052619,107374235019,1,3, ,3, ,5,5, , , , , ,37,275,1, , , , , , , , , , , , , , , , , , , , , , , ,1494570019515, , , , ,3145728, , , ,34,2,1,2,1,8,1, , ,3,2, , , ,35,2,6213333,41, , , , ,22584632,104,2276,1, , , , , , , , ,59707528,1, , , , , , ,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-05-12 06:21:41.935 UTC, ,1178,3165874,2536,18968, , ,4,1,47,4,0.09, , , , , , , ,4,4, ,4,1,4,1,7, ,51,13, , , , , , , , , , , , , ,107374240497,127, ,107374238744, , , , , , , , , , , , ,3,58, , , , , , , , , , , , , , , , , , , , , , , , ,1494570101593, , , , ,3145728, , , ,24,1, ,1, ,5, , , ,3,1, , , ,24, ,6180,5, , , , ,289654,38,662,2, , , , , , , , ,32542040,2, , , , , , ,58, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-05-12 06:22:41.941 UTC, ,1178,6496682,2536,3349552,224, ,6, ,5251,2,0.00, , , , , , , ,6,6, , , ,5,1,10, ,30,3, , , , , , , , , , , , , ,107374240497,127, ,107374238744, , , , , ,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1494570101593, , , , ,3145728, , , ,7,1,22,10,22,3,22, , ,3,24, , , ,7,1, , , , , , ,14601,10,3323591,22, , , , , , ,8,90,82103024,1, , , , , , ,56, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,22, , ,27,5193, , , , , , , 
2017-05-12 06:25:39.750 UTC, ,250,3171634,2536,25656, , ,5,1,161,5,0.03, , , , , , , ,5,5, ,55,1,4,2,8, ,99,11, , , , , , , , , , , , , ,107380560713,128,256374407,107380556807,1, ,4,8, ,39,39, , , , , ,13,103, , , , , , , , , , , , , , , , , , , , , , , , ,1494570339366, , , , ,3145728, , , ,24,1,1,1,1,5,1, , ,3,2, , , ,24, ,731154,10,4039,1, , ,75219682,235, , , , , , , , ,1,6,16751720,1, , , , , , ,96, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-05-12 06:26:09.561 UTC, ,250,3169658,2536,23680, , ,5, ,139,5,0.04, , , , , , , ,5,5, ,47, ,4,2,8, ,90,12, , , , , , , , , , , , , ,107380567811,129,256382064,107380564464,1,1,1,3, , , , , , , , ,13,161, , , , , , , , , , , , , , , , , , , , , , , , ,1494570369237, , , , ,3145728, , , ,24,1,1,1,1,4,1, , ,3,2, , , ,24, ,8527,9,3480,1, ,1,13540466,54, , , , , , , , , , ,41306360,1, , , , , , ,83, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-05-12 06:27:09.566 UTC, ,250,6672450,2536,3526248,224, ,6, ,5919,1,0.00, , , , , , , ,6,6, , , ,5,1,10, ,35,3, , , , , , , , , , , , , ,107380567811,129,256382064,107380564464, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1494570369237, , , , ,3145728, , , ,5,2,23,11,23,3,23, , ,3,25, , , ,5,1,2048,1,702081,1, , ,8457,7,2797876,22, , , , , , ,7,64,98412408,1, , , , , , ,62, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,23, , ,33,5857, , , , , , , 
2017-05-12 06:35:16.454 UTC, ,25319,3198215,2952,27168, , ,5,1,171,5,0.03, , , , , , , ,5,5, ,63,1,4,1,9, ,123,21, , , , , , , , , , , , , ,111673449814,130,264295318,111673445014,1,1,3,7, ,33,33, , , , , ,33,231,1, , , , , , , , , , , , , , , , , , , , , , , ,1494570916022, , , , ,3145728, , , ,36,1,1,1,1,7,1, , ,3,2, , , ,37,2,6349710,34,4951,1, ,1,107030201,412, , , , , , , , ,1,6,29387912,2, , , , , , ,101, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-05-12 06:36:16.460 UTC, ,1178,3173018,2432,25888,224, ,6, ,42,1,0.02, , , , , , , ,6,6, , , ,5,2,10, ,86,59, , , , , , , , , , , , , ,111673456081,131,10056,111673455070,1,1,1,3, , , , , , ,3,1,34,272, , , , , ,27, ,4,4, , , , ,231, , , , , , , , , , ,1494570916022, , , , ,3145728, , , ,61,1,2,1,2,3,2, , ,3,3, , , ,61,2,6387824,49,5196,1, , ,11557072,49,1069,1, , , , , , ,1,7,48750720,2, , , , , , ,240, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,57, , , ,57,1,1, , , , , , , 
2017-05-12 06:38:43.821 UTC, ,1178,3165882,2328,18976, , ,4,2,42,4,0.10, , , , , , , ,4,4, ,3,2,4,1,7, ,48,13, , , , , , , , , , , , , ,111673456081,131, ,111673455070, , , , , , , , , , , , ,15,131, , , , , , , , , , , , , , , , , , , , , , , , ,1494571123509, , , , ,3145728, , , ,25,1, ,1, ,5, , , ,3,1, , , ,25, ,20962,14,652,1, , ,9231051,54,18,1, , , , , , , , ,39137160,1, , , , , , ,58, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-05-12 06:39:43.825 UTC, ,1178,8611330,2328,5464200,224, ,6, ,9250,2,0.00, , , , , , , ,6,6, , , ,5,1,10, ,97,3, , , , , , , , , , , , , ,111673456081,131, ,111673455070, , , , , ,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1494571123509, , , , ,3145728, , , ,7,1,38,14,38,4,38, , ,3,40, , , ,7,2,8385,5,701858,1, , ,8264,6,4736274,37, , , , , , ,11,88,76568592,2, , , , , , ,139, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,38, , ,94,9109, , , , , , , 
2017-05-15 09:58:06.895 UTC, ,25321,3201337,2952,30288, , ,6,2,212,6,0.03, , , , , , , ,6,6, ,78,2,5,2,10, ,142,20, , , , , , , , , , , , , ,115966423438,132,272300880,115966417872,1, ,6,12, ,36,36, , , , , ,44,200,1, , , , , , , , , , , , , , , , , , , , , , , ,1494842286356, , , , ,3145728, , , ,37,1,1,1,1,8,1, , ,3,2, , , ,39,2,6698842,37,5717,1, , ,101018558,416, , , , , , , , ,1,7,26435024,3, , , , , , ,124, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-05-15 09:59:06.896 UTC, ,1178,7553138,2432,4406008,224, ,6, ,7756, , , , , , , , , ,6,6, , , ,5, ,11, ,131,60, , , , , , , , , , , , , ,115966429719,133,10822,115966428694,1,1,1,3, ,18,18, , , ,4,1,18,193, , , , , ,24, ,4,4, , , , ,154, , , , , , , , , , ,1494842286356, , , , ,3145728, , , ,60,1,31,12,31,3,31, , ,3,34, , , ,60,2,7062738,48,5196,1, , ,10873404,33,4381112,30, , , , , , ,9,75,76568520,2, , , , , , ,318, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,57, ,29, ,57,47,7640, , , , , , , 
2017-05-15 10:00:06.901 UTC, ,1450,13210858,2640,10063456,224, ,6, ,13034, , , , , , , , , ,6,6, , , ,5, ,11, ,297,4, , , , , , , , , , , , , ,115966429719,133,10822,115966428694, , , , , ,39,39, , , ,2, ,28,171,1, , , , ,10,1,2, , , , ,2,153, , , , , , , , , , ,1494842286356, , , , ,3145728, , , ,4,1,42,15,42,2,42, , ,3,46, , , ,4,2,8769,4,150693,2, , ,10213447,29,5507072,41, , , , , , ,14,48,75812792,1, , , , , , ,332, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,42, , ,282,12702, , , , , , , 
2017-05-15 10:23:04.908 UTC, ,250,3172562,1888,26584, , ,5, ,90,5,0.06, , , , , , , ,5,5, ,22, ,4,2,8, ,61,9, , , , , , , , , , , , , ,120263200897,135,284114648,120263198936,1,1,3,7, ,83,83, , , , , ,17,59, , , , , , , , , , , , , , , , , , , , , , , , ,1494843784574, , , , ,3145728, , , ,21,1,1,1,1,5,1, , ,3,2, , , ,21, ,1089774,16,2094,1, ,1,25031183,95, , , , , , , , , , ,54191896,2, , , , , , ,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-05-15 10:24:04.909 UTC, ,2450,9804810,2848,6656472,160, ,7, ,4362,1,0.00, , , , , , , ,7,6, , , ,5, ,11, ,2571,91, , , , , , , , , , , , , ,120263200897,135,284114648,120263198936, , , , , ,28,28, , , ,1, ,29,184,1, ,4, ,4,11,4,8, , , , ,7,155, , , , , , , , , , ,1494843784574, , , , ,3145728, , , ,93,2,328,74,328,6,328, , ,3,332, , , ,93,2,9943213,78,126408,4, , ,12201531,49,9727316,325, , , , , , ,26,129,57641584,1, , , , , , ,3170, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,82, ,224, ,82,2469,1544,103, , , , , , 
2017-05-16 01:12:19.375 UTC, ,25417,3223297,3472,52152, , ,8, ,1367,8,0.01, , , , , , , ,8,6, ,651, ,5,4,10, ,720,18, , , , , , , , , , , , , ,128850656480,136,301615861,128850634741,1, ,7,12, ,33,33, , , , , ,90,729,1, , , , , , , , , , , , , , , , , , , , , , , ,1494897138701, , , , ,3145728, , , ,37,1,1,1,1,10,1, , ,3,2, , , ,39,3,7454690,50,21908,1, ,3,193622142,780, , , , , , , , ,1,7,71709016,2, , , , , , ,708, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-05-16 02:10:32.842 UTC, ,500,3165916,3472,19688, , ,4, ,47,4,0.09, , , , , , , ,4,4, ,5, ,4,1,7, ,40,14, , , , , , , , , , , , , ,128850656480,136, ,128850634741, , , , , ,33,33, , , , , ,12,61, , , , , , , , , , , , , , , , , , , , , , , , ,1494900632532, , , , ,3145728, , , ,24,0, , , ,4, , , ,3, , , , ,24, ,28961,14, , , , ,3900858,66, , , , , , , , , , ,35283544,2, , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-05-16 02:11:32.843 UTC, ,2972,5470092,3472,2321168,224, ,8, ,1772,4,0.00, , , , , , , ,8,6, , , ,5, ,11, ,1169,296, , , , , , , , , , , , , ,128850656480,136, ,128850634741, , , , , ,4,4,1,1, ,1, ,56,524,2, ,6,4,2,27,13,82,27, ,20, ,55,398, ,20,40, , , , , , , ,1494900632532, , , , ,3145728, , , ,252,1,109,25,109,10,109, , ,3,112, , , ,302,4,13753790,162,1152967,3, ,3,13940445,155,2861189,107, , , , , , ,8,71,79991432,2, , , , , , ,2087, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,283, ,88, ,283,805,696,20, , , , , , 
2017-05-16 02:12:32.842 UTC, ,3412,7921420,3472,4772056,224, ,8, ,1786, , , , , , , , , ,8,6, , , ,5, ,11, ,1004, , , , , , , , , , , , , , ,128850656480,136, ,128850634741, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1494900632532, , , , ,3145728, , , , ,1,127,32,127, ,127, , ,3,130, , , , ,4, , , , , , , , ,3215882,127, , , , , , ,10,30,49580800,2, , , , , , ,1159, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99, , ,1004,655,28, , , , , , 
2017-05-16 02:13:32.841 UTC, ,3708,9061220,3888,5911624,160, ,8, ,1781, , , , , , , , , ,8,6, , , ,5, ,11, ,1443,1, , , , , , , , , , , , , ,128850656480,136, ,128850634741, , , , , ,14,14, , , , , ,51,351,1, , , , ,3,5,8, , , , ,8,339, , , , , , , , , , ,1494900632532, , , , ,3145728, , , ,1,2,121,28,121,2,121, , ,3,124, , , ,1,4,8293,2,8993,2, , ,10120192,51,3390491,120, , , , , , ,12,25,65071448,2, , , , , , ,1649, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,43, , ,1436,216,78, , , , , , 
2017-05-16 02:14:32.846 UTC, ,3708,9164988,3888,6015392,160, ,8, ,728, , , , , , , , , ,8,6, , , ,5, ,11, ,614, , , , , , , , , , , , , , ,128850656480,136, ,128850634741, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1494900632532, , , , ,3145728, , , , ,1,58,16,58, ,58, , ,3,61, , , , ,4, , , , , , , , ,1733368,58, , , , , , ,8,23,50105088,2, , , , , , ,709, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21, , ,614,56,37, , , , , , 
2017-05-18 06:16:39.726 UTC, ,25542,3223486,4096,52216, , ,8, ,1626,8,0.00, , , , , , , ,8,6, ,778, ,5,4,9, ,853,21, , , , , , , , , , , , , ,133148273926,137,314265390,133148251566,1, ,8,14, ,18,18, , , , , ,61,835,1, , , , , , , , , , , , , , , , , , , , , , , ,1495088199108, , , , ,3145728, , , ,39, ,1, ,1,8,1, , ,3,2, , , ,40,2,4829550,39,22511,1, ,3,140161826,670, , , , , , , , ,1,6,47280160,2, , , , , , ,838, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-05-18 07:08:53.820 UTC, ,625,3175625,4096,29272, , ,6, ,628,6,0.01, , , , , , , ,6,5, ,285, ,4,3,7, ,341,17, , , , , , , , , , , , , ,133148825071,138,314826428,133148812604,1,1,3,6, ,6,6, , , , , ,30,471, , , , , , , , , , , , , , , , , , , , , , , , ,1495091333396, , , , ,3145728, , , ,30,2,1,2,1,5,1, , ,3,2, , , ,30, ,19167,13,12600,1, ,2,15294361,200, , , , , , , , , , ,43542928,2, , , , , , ,331, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-05-18 07:09:53.822 UTC, ,1873,8140193,4200,4992368,224, ,7, ,3128,1,0.00, , , , , , , ,7,6, , , ,5, ,10, ,1703,46, , , , , , , , , , , , , ,133148825071,138,314826428,133148812604, , , , , ,12,12,1,1, ,1, ,107,875,3, ,4,4, ,32, ,23,23, , , , ,804, , , , , , , , , , ,1495091333396, , , , ,3145728, , , ,47,1,208,39,208,9,208, , ,3,212, , , ,48,5,6009996,52,81616,3, , ,25198695,110,6297744,206, , , , , , ,17,94,72131584,2, , , , , , ,2050, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28, ,159, ,28,1624,1243,48, , , , , , 
